fips_code,county_name,state_code,estimated_hesitant,estimated_hesitant_or_unsure,estimated_strongly_hesitant,social_vulnerability_index,svi_category,ability_to_handle_a_covid,cvac_category
51770,"Roanoke city, Virginia",VA,0.0676,0.1406,0.0448,0.8,Very High Vulnerability,0.42,Moderate Concern
53015,"Cowlitz County, Washington",WA,0.0833,0.133,0.0606,0.79,High Vulnerability,0.52,Moderate Concern
53025,"Grant County, Washington",WA,0.0849,0.1376,0.0621,0.85,Very High Vulnerability,0.71,High Concern
53035,"Kitsap County, Washington",WA,0.0731,0.1153,0.0523,0.28,Low Vulnerability,0.27,Low Concern
53027,"Grays Harbor County, Washington",WA,0.0821,0.128,0.0599,0.84,Very High Vulnerability,0.64,High Concern
53049,"Pacific County, Washington",WA,0.0833,0.133,0.0606,0.74,High Vulnerability,0.5,Moderate Concern
55013,"Burnett County, Wisconsin",WI,0.1528,0.2039,0.0906,0.17,Very Low Vulnerability,0.16,Very Low Concern
54095,"Tyler County, West Virginia",WV,0.1072,0.171,0.0822,0.22,Low Vulnerability,0.54,Moderate Concern
55005,"Barron County, Wisconsin",WI,0.1646,0.2164,0.1004,0.33,Low Vulnerability,0.17,Very Low Concern
54103,"Wetzel County, West Virginia",WV,0.1072,0.171,0.0822,0.48,Moderate Vulnerability,0.45,Moderate Concern
55015,"Calumet County, Wisconsin",WI,0.1483,0.1955,0.0878,0.02,Very Low Vulnerability,0.06,Very Low Concern
55023,"Crawford County, Wisconsin",WI,0.1611,0.2126,0.0959,0.4,Low Vulnerability,0.23,Low Concern
55021,"Columbia County, Wisconsin",WI,0.1546,0.2019,0.0924,0.12,Very Low Vulnerability,0.05,Very Low Concern
56033,"Sheridan County, Wyoming",WY,0.205,0.2671,0.1472,0.09,Very Low Vulnerability,0.45,Moderate Concern
56041,"Uinta County, Wyoming",WY,0.2184,0.2843,0.1584,0.45,Moderate Vulnerability,0.48,Moderate Concern
56031,"Platte County, Wyoming",WY,0.2283,0.2943,0.1687,0.1,Very Low Vulnerability,0.61,High Concern
56039,"Teton County, Wyoming",WY,0.205,0.2671,0.1472,0.11,Very Low Vulnerability,0.44,Moderate Concern
56025,"Natrona County, Wyoming",WY,0.2251,0.2945,0.164,0.3,Low Vulnerability,0.44,Moderate Concern
56045,"Weston County, Wyoming",WY,0.2283,0.2943,0.1687,0.35,Low Vulnerability,0.51,Moderate Concern
56037,"Sweetwater County, Wyoming",WY,0.2184,0.2843,0.1584,0.37,Low Vulnerability,0.56,Moderate Concern
56027,"Niobrara County, Wyoming",WY,0.2283,0.2943,0.1687,0.34,Low Vulnerability,0.77,High Concern
56043,"Washakie County, Wyoming",WY,0.2283,0.2943,0.1687,0.37,Low Vulnerability,0.69,High Concern
56035,"Sublette County, Wyoming",WY,0.2184,0.2843,0.1584,0.03,Very Low Vulnerability,0.55,Moderate Concern
56029,"Park County, Wyoming",WY,0.205,0.2671,0.1472,0.07,Very Low Vulnerability,0.45,Moderate Concern
02020,"Anchorage Municipality, Alaska",AK,0.1648,0.1981,0.1189,0.46,Moderate Vulnerability,0.51,Moderate Concern
05055,"Greene County, Arkansas",AR,0.2134,0.2631,0.1391,0.58,Moderate Vulnerability,0.51,Moderate Concern
04011,"Greenlee County, Arizona",AZ,0.1638,0.2442,0.1252,0.62,High Vulnerability,0.74,High Concern
01001,"Autauga County, Alabama",AL,0.1685,0.2233,0.1272,0.44,Moderate Vulnerability,0.61,High Concern
02198,"Prince of Wales-Hyder Census Area, Alaska",AK,0.2361,0.2884,0.1704,0.77,High Vulnerability,0.82,Very High Concern
05009,"Boone County, Arkansas",AR,0.2042,0.2445,0.1346,0.44,Moderate Vulnerability,0.32,Low Concern
01011,"Bullock County, Alabama",AL,0.1676,0.2337,0.1274,0.89,Very High Vulnerability,0.84,Very High Concern
05019,"Clark County, Arkansas",AR,0.2031,0.2502,0.133,0.79,High Vulnerability,0.66,High Concern
01021,"Chilton County, Alabama",AL,0.1806,0.24,0.1383,0.76,High Vulnerability,0.84,Very High Concern
01113,"Russell County, Alabama",AL,0.1676,0.2337,0.1274,0.91,Very High Vulnerability,0.84,Very High Concern
05063,"Independence County, Arkansas",AR,0.2177,0.2654,0.1452,0.75,High Vulnerability,0.47,Moderate Concern
01085,"Lowndes County, Alabama",AL,0.1685,0.2233,0.1272,0.92,Very High Vulnerability,0.87,Very High Concern
01049,"DeKalb County, Alabama",AL,0.1898,0.2459,0.146,0.8,Very High Vulnerability,0.8,High Concern
01075,"Lamar County, Alabama",AL,0.1855,0.2404,0.1431,0.63,High Vulnerability,0.77,High Concern
01051,"Elmore County, Alabama",AL,0.1685,0.2233,0.1272,0.54,Moderate Vulnerability,0.6,High Concern
01105,"Perry County, Alabama",AL,0.1808,0.2526,0.139,0.99,Very High Vulnerability,0.9,Very High Concern
01029,"Cleburne County, Alabama",AL,0.1783,0.235,0.1368,0.54,Moderate Vulnerability,0.81,Very High Concern
04027,"Yuma County, Arizona",AZ,0.1475,0.2352,0.1122,0.99,Very High Vulnerability,0.96,Very High Concern
05029,"Conway County, Arkansas",AR,0.2091,0.2576,0.1378,0.76,High Vulnerability,0.77,High Concern
01041,"Crenshaw County, Alabama",AL,0.1758,0.2304,0.1343,0.69,High Vulnerability,0.84,Very High Concern
01093,"Marion County, Alabama",AL,0.1833,0.2383,0.1412,0.67,High Vulnerability,0.88,Very High Concern
02275,"Wrangell City and Borough, Alaska",AK,0.2361,0.2884,0.1704,0.56,Moderate Vulnerability,0.79,High Concern
01115,"St. Clair County, Alabama",AL,0.1854,0.2362,0.1416,0.37,Low Vulnerability,0.56,Moderate Concern
02122,"Kenai Peninsula Borough, Alaska",AK,0.186,0.2185,0.1373,0.41,Moderate Vulnerability,0.64,High Concern
01059,"Franklin County, Alabama",AL,0.1738,0.229,0.1325,0.84,Very High Vulnerability,0.83,Very High Concern
04019,"Pima County, Arizona",AZ,0.1371,0.2136,0.1032,0.88,Very High Vulnerability,0.86,Very High Concern
05021,"Clay County, Arkansas",AR,0.2134,0.2631,0.1391,0.65,High Vulnerability,0.65,High Concern
02180,"Nome Census Area, Alaska",AK,0.2361,0.2884,0.1704,0.93,Very High Vulnerability,0.85,Very High Concern
05073,"Lafayette County, Arkansas",AR,0.2112,0.2589,0.1377,0.79,High Vulnerability,0.89,Very High Concern
05043,"Drew County, Arkansas",AR,0.2237,0.2767,0.1495,0.8,Very High Vulnerability,0.64,High Concern
02220,"Sitka City and Borough, Alaska",AK,0.2361,0.2884,0.1704,0.4,Moderate Vulnerability,0.68,High Concern
05045,"Faulkner County, Arkansas",AR,0.2095,0.2556,0.1359,0.48,Moderate Vulnerability,0.43,Moderate Concern
05011,"Bradley County, Arkansas",AR,0.2237,0.2767,0.1495,0.98,Very High Vulnerability,0.73,High Concern
01003,"Baldwin County, Alabama",AL,0.1544,0.1988,0.1169,0.22,Low Vulnerability,0.23,Low Concern
02090,"Fairbanks North Star Borough, Alaska",AK,0.1897,0.2296,0.1362,0.34,Low Vulnerability,0.54,Moderate Concern
01013,"Butler County, Alabama",AL,0.1758,0.2304,0.1343,0.87,Very High Vulnerability,0.88,Very High Concern
05013,"Calhoun County, Arkansas",AR,0.1967,0.2479,0.1296,0.55,Moderate Vulnerability,0.68,High Concern
02185,"North Slope Borough, Alaska",AK,0.2361,0.2884,0.1704,0.73,High Vulnerability,0.92,Very High Concern
04012,"La Paz County, Arizona",AZ,0.1537,0.2307,0.1191,0.92,Very High Vulnerability,1.0,Very High Concern
01057,"Fayette County, Alabama",AL,0.1855,0.2404,0.1431,0.7,High Vulnerability,0.68,High Concern
01077,"Lauderdale County, Alabama",AL,0.1738,0.229,0.1325,0.45,Moderate Vulnerability,0.55,Moderate Concern
01043,"Cullman County, Alabama",AL,0.1805,0.2313,0.1379,0.52,Moderate Vulnerability,0.51,Moderate Concern
05053,"Grant County, Arkansas",AR,0.2041,0.2566,0.134,0.35,Low Vulnerability,0.38,Low Concern
01067,"Henry County, Alabama",AL,0.1768,0.2352,0.1344,0.55,Moderate Vulnerability,0.65,High Concern
02261,"Valdez-Cordova Census Area, Alaska",AK,0.1897,0.2296,0.1362,0.27,Low Vulnerability,0.65,High Concern
04003,"Cochise County, Arizona",AZ,0.141,0.223,0.1076,0.91,Very High Vulnerability,0.9,Very High Concern
01019,"Cherokee County, Alabama",AL,0.1783,0.235,0.1368,0.45,Moderate Vulnerability,0.7,High Concern
01107,"Pickens County, Alabama",AL,0.1687,0.2216,0.1274,0.92,Very High Vulnerability,0.78,High Concern
05061,"Howard County, Arkansas",AR,0.2154,0.2653,0.1429,0.9,Very High Vulnerability,0.86,Very High Concern
04025,"Yavapai County, Arizona",AZ,0.1371,0.2047,0.1053,0.52,Moderate Vulnerability,0.76,High Concern
05027,"Columbia County, Arkansas",AR,0.1967,0.2479,0.1296,0.94,Very High Vulnerability,0.63,High Concern
02110,"Juneau City and Borough, Alaska",AK,0.1897,0.2296,0.1362,0.3,Low Vulnerability,0.54,Moderate Concern
04001,"Apache County, Arizona",AZ,0.2105,0.3197,0.1586,0.99,Very High Vulnerability,1.0,Very High Concern
01027,"Clay County, Alabama",AL,0.1783,0.235,0.1368,0.56,Moderate Vulnerability,0.68,High Concern
05037,"Cross County, Arkansas",AR,0.2279,0.2857,0.152,0.7,High Vulnerability,0.69,High Concern
01083,"Limestone County, Alabama",AL,0.16,0.2043,0.1207,0.53,Moderate Vulnerability,0.46,Moderate Concern
05047,"Franklin County, Arkansas",AR,0.2154,0.2653,0.1429,0.59,Moderate Vulnerability,0.58,Moderate Concern
02070,"Dillingham Census Area, Alaska",AK,0.2361,0.2884,0.1704,0.87,Very High Vulnerability,0.83,Very High Concern
05035,"Crittenden County, Arkansas",AR,0.2168,0.2726,0.1417,0.93,Very High Vulnerability,0.67,High Concern
04017,"Navajo County, Arizona",AZ,0.2105,0.3197,0.1586,1.0,Very High Vulnerability,1.0,Very High Concern
01005,"Barbour County, Alabama",AL,0.1676,0.2337,0.1274,1.0,Very High Vulnerability,0.89,Very High Concern
01065,"Hale County, Alabama",AL,0.1808,0.2526,0.139,0.96,Very High Vulnerability,0.85,Very High Concern
01069,"Houston County, Alabama",AL,0.1768,0.2352,0.1344,0.68,High Vulnerability,0.6,Moderate Concern
05075,"Lawrence County, Arkansas",AR,0.2134,0.2631,0.1391,0.65,High Vulnerability,0.64,High Concern
01091,"Marengo County, Alabama",AL,0.1808,0.2526,0.139,0.76,High Vulnerability,0.84,Very High Concern
01035,"Conecuh County, Alabama",AL,0.1735,0.2357,0.1337,0.81,Very High Vulnerability,0.89,Very High Concern
01045,"Dale County, Alabama",AL,0.1768,0.2352,0.1344,0.76,High Vulnerability,0.79,High Concern
01089,"Madison County, Alabama",AL,0.145,0.1926,0.109,0.31,Low Vulnerability,0.29,Low Concern
05015,"Carroll County, Arkansas",AR,0.2042,0.2445,0.1346,0.6,Moderate Vulnerability,0.66,High Concern
01055,"Etowah County, Alabama",AL,0.1797,0.2374,0.1364,0.66,High Vulnerability,0.64,High Concern
02060,"Bristol Bay Borough, Alaska",AK,0.2361,0.2884,0.1704,0.35,Low Vulnerability,0.68,High Concern
01025,"Clarke County, Alabama",AL,0.1735,0.2357,0.1337,0.85,Very High Vulnerability,0.82,Very High Concern
01109,"Pike County, Alabama",AL,0.1676,0.2337,0.1274,0.9,Very High Vulnerability,0.79,High Concern
05067,"Jackson County, Arkansas",AR,0.2265,0.2777,0.1509,0.76,High Vulnerability,0.65,High Concern
01099,"Monroe County, Alabama",AL,0.1735,0.2357,0.1337,0.75,High Vulnerability,0.9,Very High Concern
02188,"Northwest Arctic Borough, Alaska",AK,0.2361,0.2884,0.1704,0.94,Very High Vulnerability,0.87,Very High Concern
05005,"Baxter County, Arkansas",AR,0.2042,0.2445,0.1346,0.28,Low Vulnerability,0.29,Low Concern
02158,"Kusilvak Census Area, Alaska",AK,0.2361,0.2884,0.1704,0.93,Very High Vulnerability,0.93,Very High Concern
02105,"Hoonah-Angoon Census Area, Alaska",AK,0.2361,0.2884,0.1704,0.42,Moderate Vulnerability,0.84,Very High Concern
01015,"Calhoun County, Alabama",AL,0.1795,0.2354,0.1372,0.83,Very High Vulnerability,0.66,High Concern
01079,"Lawrence County, Alabama",AL,0.1713,0.2221,0.1303,0.5,Moderate Vulnerability,0.8,High Concern
04005,"Coconino County, Arizona",AZ,0.1626,0.2494,0.1227,0.71,High Vulnerability,0.81,Very High Concern
04013,"Maricopa County, Arizona",AZ,0.139,0.2122,0.1049,0.64,High Vulnerability,0.79,High Concern
05059,"Hot Spring County, Arkansas",AR,0.2031,0.2502,0.133,0.82,Very High Vulnerability,0.7,High Concern
02240,"Southeast Fairbanks Census Area, Alaska",AK,0.1897,0.2296,0.1362,0.58,Moderate Vulnerability,0.74,High Concern
04023,"Santa Cruz County, Arizona",AZ,0.141,0.223,0.1076,0.93,Very High Vulnerability,0.98,Very High Concern
05039,"Dallas County, Arkansas",AR,0.1967,0.2479,0.1296,0.88,Very High Vulnerability,0.77,High Concern
05049,"Fulton County, Arkansas",AR,0.2177,0.2654,0.1452,0.67,High Vulnerability,0.57,Moderate Concern
01007,"Bibb County, Alabama",AL,0.1808,0.2526,0.139,0.6,High Vulnerability,0.76,High Concern
02150,"Kodiak Island Borough, Alaska",AK,0.2361,0.2884,0.1704,0.7,High Vulnerability,0.71,High Concern
01071,"Jackson County, Alabama",AL,0.1898,0.2459,0.146,0.57,Moderate Vulnerability,0.61,High Concern
05003,"Ashley County, Arkansas",AR,0.2237,0.2767,0.1495,0.86,Very High Vulnerability,0.81,Very High Concern
05025,"Cleveland County, Arkansas",AR,0.2237,0.2767,0.1495,0.56,Moderate Vulnerability,0.66,High Concern
05069,"Jefferson County, Arkansas",AR,0.2041,0.2566,0.134,0.94,Very High Vulnerability,0.69,High Concern
01097,"Mobile County, Alabama",AL,0.1677,0.2288,0.1263,0.75,High Vulnerability,0.62,High Concern
01037,"Coosa County, Alabama",AL,0.1806,0.24,0.1383,0.53,Moderate Vulnerability,0.71,High Concern
02290,"Yukon-Koyukuk Census Area, Alaska",AK,0.2361,0.2884,0.1704,0.88,Very High Vulnerability,0.93,Very High Concern
01101,"Montgomery County, Alabama",AL,0.1522,0.2123,0.1135,0.84,Very High Vulnerability,0.59,Moderate Concern
01033,"Colbert County, Alabama",AL,0.1738,0.229,0.1325,0.43,Moderate Vulnerability,0.53,Moderate Concern
05033,"Crawford County, Arkansas",AR,0.2068,0.2529,0.1342,0.61,High Vulnerability,0.65,High Concern
01063,"Greene County, Alabama",AL,0.1808,0.2526,0.139,0.99,Very High Vulnerability,0.88,Very High Concern
01023,"Choctaw County, Alabama",AL,0.1735,0.2357,0.1337,0.87,Very High Vulnerability,0.83,Very High Concern
02068,"Denali Borough, Alaska",AK,0.1897,0.2296,0.1362,0.1,Very Low Vulnerability,0.61,High Concern
05065,"Izard County, Arkansas",AR,0.2177,0.2654,0.1452,0.57,Moderate Vulnerability,0.58,Moderate Concern
01087,"Macon County, Alabama",AL,0.1676,0.2337,0.1274,0.9,Very High Vulnerability,0.83,Very High Concern
04007,"Gila County, Arizona",AZ,0.1638,0.2442,0.1252,0.9,Very High Vulnerability,0.98,Very High Concern
02195,"Petersburg Borough, Alaska",AK,0.2361,0.2884,0.1704,0.67,High Vulnerability,0.7,High Concern
04015,"Mohave County, Arizona",AZ,0.1537,0.2307,0.1191,0.86,Very High Vulnerability,0.92,Very High Concern
01081,"Lee County, Alabama",AL,0.1417,0.1937,0.1052,0.66,High Vulnerability,0.58,Moderate Concern
01053,"Escambia County, Alabama",AL,0.1735,0.2357,0.1337,0.86,Very High Vulnerability,0.86,Very High Concern
01111,"Randolph County, Alabama",AL,0.1783,0.235,0.1368,0.72,High Vulnerability,0.78,High Concern
05007,"Benton County, Arkansas",AR,0.1818,0.2171,0.1164,0.27,Low Vulnerability,0.39,Low Concern
05057,"Hempstead County, Arkansas",AR,0.2112,0.2589,0.1377,0.95,Very High Vulnerability,0.7,High Concern
01047,"Dallas County, Alabama",AL,0.1808,0.2526,0.139,0.95,Very High Vulnerability,0.78,High Concern
01017,"Chambers County, Alabama",AL,0.1806,0.24,0.1383,0.74,High Vulnerability,0.81,Very High Concern
02100,"Haines Borough, Alaska",AK,0.1897,0.2296,0.1362,0.21,Low Vulnerability,0.64,High Concern
05017,"Chicot County, Arkansas",AR,0.2237,0.2767,0.1495,1.0,Very High Vulnerability,0.79,High Concern
02164,"Lake and Peninsula Borough, Alaska",AK,0.2361,0.2884,0.1704,0.8,High Vulnerability,0.88,Very High Concern
01073,"Jefferson County, Alabama",AL,0.149,0.2041,0.1111,0.66,High Vulnerability,0.47,Moderate Concern
05071,"Johnson County, Arkansas",AR,0.2091,0.2576,0.1378,0.88,Very High Vulnerability,0.84,Very High Concern
01061,"Geneva County, Alabama",AL,0.1768,0.2352,0.1344,0.8,High Vulnerability,0.83,Very High Concern
01103,"Morgan County, Alabama",AL,0.1713,0.2221,0.1303,0.69,High Vulnerability,0.59,Moderate Concern
01039,"Covington County, Alabama",AL,0.1758,0.2304,0.1343,0.77,High Vulnerability,0.8,High Concern
04021,"Pinal County, Arizona",AZ,0.1635,0.2437,0.1258,0.86,Very High Vulnerability,0.87,Very High Concern
01009,"Blount County, Alabama",AL,0.1854,0.2362,0.1416,0.42,Moderate Vulnerability,0.8,High Concern
05031,"Craighead County, Arkansas",AR,0.214,0.2646,0.1395,0.8,Very High Vulnerability,0.44,Moderate Concern
05051,"Garland County, Arkansas",AR,0.2031,0.2502,0.133,0.83,Very High Vulnerability,0.41,Moderate Concern
02130,"Ketchikan Gateway Borough, Alaska",AK,0.1897,0.2296,0.1362,0.55,Moderate Vulnerability,0.64,High Concern
02282,"Yakutat City and Borough, Alaska",AK,0.2361,0.2884,0.1704,0.59,Moderate Vulnerability,0.84,Very High Concern
05041,"Desha County, Arkansas",AR,0.2237,0.2767,0.1495,0.96,Very High Vulnerability,0.85,Very High Concern
01095,"Marshall County, Alabama",AL,0.1618,0.2103,0.1225,0.73,High Vulnerability,0.64,High Concern
01031,"Coffee County, Alabama",AL,0.1758,0.2304,0.1343,0.54,Moderate Vulnerability,0.57,Moderate Concern
02230,"Skagway Municipality, Alaska",AK,0.1897,0.2296,0.1362,0.17,Very Low Vulnerability,0.67,High Concern
05001,"Arkansas County, Arkansas",AR,0.2119,0.2646,0.1402,0.78,High Vulnerability,0.72,High Concern
05023,"Cleburne County, Arkansas",AR,0.2177,0.2654,0.1452,0.21,Low Vulnerability,0.38,Low Concern
02170,"Matanuska-Susitna Borough, Alaska",AK,0.186,0.2185,0.1373,0.32,Low Vulnerability,0.61,High Concern
04009,"Graham County, Arizona",AZ,0.1638,0.2442,0.1252,0.96,Very High Vulnerability,0.95,Very High Concern
06065,"Riverside County, California",CA,0.069,0.1068,0.0335,0.79,High Vulnerability,0.65,High Concern
08085,"Montrose County, Colorado",CO,0.0768,0.1187,0.0474,0.72,High Vulnerability,0.33,Low Concern
08013,"Boulder County, Colorado",CO,0.0576,0.0902,0.0346,0.17,Very Low Vulnerability,0.11,Very Low Concern
05077,"Lee County, Arkansas",AR,0.2279,0.2857,0.152,0.97,Very High Vulnerability,0.95,Very High Concern
06103,"Tehama County, California",CA,0.0821,0.1284,0.041,0.96,Very High Vulnerability,0.83,Very High Concern
08039,"Elbert County, Colorado",CO,0.0681,0.102,0.0412,0.0,Very Low Vulnerability,0.13,Very Low Concern
05087,"Madison County, Arkansas",AR,0.2042,0.2445,0.1346,0.65,High Vulnerability,0.74,High Concern
08049,"Grand County, Colorado",CO,0.0652,0.0995,0.0382,0.1,Very Low Vulnerability,0.34,Low Concern
05097,"Montgomery County, Arkansas",AR,0.2031,0.2502,0.133,0.7,High Vulnerability,0.68,High Concern
06039,"Madera County, California",CA,0.082,0.1294,0.041,0.95,Very High Vulnerability,0.73,High Concern
08093,"Park County, Colorado",CO,0.0847,0.1288,0.0517,0.0,Very Low Vulnerability,0.18,Very Low Concern
06011,"Colusa County, California",CA,0.0821,0.1284,0.041,0.74,High Vulnerability,0.84,Very High Concern
05125,"Saline County, Arkansas",AR,0.198,0.2364,0.1292,0.33,Low Vulnerability,0.32,Low Concern
06001,"Alameda County, California",CA,0.0479,0.0749,0.0237,0.47,Moderate Vulnerability,0.53,Moderate Concern
05127,"Scott County, Arkansas",AR,0.2154,0.2653,0.1429,0.89,Very High Vulnerability,0.84,Very High Concern
06031,"Kings County, California",CA,0.0892,0.1448,0.044,0.97,Very High Vulnerability,0.75,High Concern
05105,"Perry County, Arkansas",AR,0.2091,0.2576,0.1378,0.64,High Vulnerability,0.65,High Concern
08029,"Delta County, Colorado",CO,0.0768,0.1187,0.0474,0.69,High Vulnerability,0.45,Moderate Concern
08059,"Jefferson County, Colorado",CO,0.0648,0.0987,0.0386,0.06,Very Low Vulnerability,0.08,Very Low Concern
05117,"Prairie County, Arkansas",AR,0.2265,0.2777,0.1509,0.65,High Vulnerability,0.7,High Concern
06019,"Fresno County, California",CA,0.0706,0.1154,0.0345,0.96,Very High Vulnerability,0.77,High Concern
06113,"Yolo County, California",CA,0.0606,0.0974,0.0299,0.68,High Vulnerability,0.57,Moderate Concern
06041,"Marin County, California",CA,0.0496,0.0725,0.025,0.27,Low Vulnerability,0.31,Low Concern
06083,"Santa Barbara County, California",CA,0.0691,0.107,0.0343,0.71,High Vulnerability,0.54,Moderate Concern
05135,"Sharp County, Arkansas",AR,0.2177,0.2654,0.1452,0.62,High Vulnerability,0.66,High Concern
08021,"Conejos County, Colorado",CO,0.0796,0.1312,0.0479,0.93,Very High Vulnerability,0.74,High Concern
08051,"Gunnison County, Colorado",CO,0.0736,0.1142,0.0438,0.14,Very Low Vulnerability,0.18,Very Low Concern
06095,"Solano County, California",CA,0.0628,0.0969,0.0312,0.59,Moderate Vulnerability,0.53,Moderate Concern
06049,"Modoc County, California",CA,0.0923,0.1402,0.0465,0.75,High Vulnerability,0.78,High Concern
08073,"Lincoln County, Colorado",CO,0.0945,0.1484,0.0582,0.49,Moderate Vulnerability,0.45,Moderate Concern
06105,"Trinity County, California",CA,0.0821,0.1284,0.041,0.74,High Vulnerability,0.9,Very High Concern
08075,"Logan County, Colorado",CO,0.0945,0.1484,0.0582,0.63,High Vulnerability,0.35,Low Concern
